SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
M-2318,2216,13207,WASHINGTON AVE,COFFMAN UNION,ACROSS FROM  W,MINNEAPOLIS,Y,METRO,H,ShTO,Shelter Transit Owned,NE,N,N,N,N
M-2319,2215,13209,WASHINGTON AVE,COFFMAN UNION,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,H,ShTO,Shelter Transit Owned,NE,N,N,N,N
M-2289,1796,13211,WASHINGTON AVE,WILLEY HALL,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,ShTO,Shelter Transit Owned,MPLS-E,Y,Y,N,N
M-2291,1801,13223,WASHINGTON AVE,ANDERSON HALL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,P,ShTO,Shelter Transit Owned,MPLS-E,Y,Y,N,N
M-5111,820,13275,FRANKLIN AVE E,MINNEHAHA AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-3106,205,13347,HWY 252,73RD AVE N,FAR SIDE  N,BROOKLYN PARK,Y,METRO,,ShTO,Shelter Transit Owned,NORTH,Y,Y,N,N
M-5652,1203,13853,WHITE BEAR AVE,IDAHO AVE,FAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,EAST,N,N,N,Y
M-5043,831,14937,JOHNSON ST NE,HENNEPIN AVE E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5062,1104,15288,42ND ST E,28TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5081,1115,15391,42ND ST E,CEDAR AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5131,862,15648,11TH AVE S,8TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5058,1626,15650,11TH AVE S,8TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5640,884,15872,UNIVERSITY AVE,VANDALIA ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,Y
M-5641,891,15874,UNIVERSITY AVE,HAMPDEN AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,Y
M-5118,2716,16140,UNIVERSITY AVE SE,17TH AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5046,838,16154,4TH ST SE,RIDDER ARENA,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,N
M-5026,808,16393,WASHINGTON AVE,WEST BROADWAY,FAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5071,761,16827,LAKE ST W,HUMBOLDT AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5136,1501,16837,LAKE ST W,LYNDALE AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5101,2449,16875,LAKE ST E,10TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5017,1517,16877,LAKE ST E,10TH AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5137,2496,16882,LAKE ST E,BLOOMINGTON AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5138,2497,16884,LAKE ST E,BLOOMINGTON AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5147,2028,16895,LAKE ST E,21ST AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,N
M-5009,1110,16900,LAKE ST E,SNELLING AVE,ACROSS FROM  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,N
M-5007,1109,16901,LAKE ST E,SNELLING AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,N
M-5139,1527,16902,LAKE ST E,MINNEHAHA AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5140,33,16904,LAKE ST E,MINNEHAHA AVE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,Y,N,Y
M-5083,1116,16909,LAKE ST E,28TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-493,522,16913,LAKE ST E,31ST AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,Y,N,Y
M-271,83,16921,LAKE ST E,36TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5149,2555,16924,LAKE ST E,39TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,N
M-5642,1190,16941,MARSHALL AVE,OTIS AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5643,1189,16949,MARSHALL AVE,CRETIN AVE,FAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5671,2316,17031,SELBY AVE,WESTERN AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,N
M-5010,1111,17040,LAGOON AVE,EMERSON AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5041,1077,17180,CENTRAL AVE NE,ST ANTHONY PKWY,FAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5040,827,17198,CENTRAL AVE NE,23RD AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5153,2571,17201,CENTRAL AVE NE,22ND AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-1506,255,17204,CENTRAL AVE NE,19TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5112,823,17212,CENTRAL AVE NE,14TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5020,1820,17612,MINNEHAHA AVE S,20TH AVE S,FAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5126,854,17696,PLYMOUTH AVE,HUMBOLDT AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NW,N,N,N,Y
M-2438,755,17865,4TH ST S,CHICAGO AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,P,ShTO,Shelter Transit Owned,MPLS-C,Y,Y,N,N
M-5056,1460,17876,WASHINGTON AVE,3RD AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-1688,1158,17878,WASHINGTON AVE N,1ST AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-9131,1797,17887,6TH ST S,PARK AVE / CHICAGO AVE,MID BLOCK  E,MINNEAPOLIS,Y,METRO,P,ShTO,Shelter Transit Owned,MPLS-C,Y,Y,N,N
M-5068,1108,17888,6TH ST S,BUD GRANT WAY,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,N
M-5077,767,17891,11TH AVE S,7TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5064,753,17906,8TH ST N,HENNEPIN AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-2144,749,17921,HENNEPIN AVE,3RD ST / 4TH ST N,MID BLOCK  S,MINNEAPOLIS,Y,METRO,P,ShTO,Shelter Transit Owned,MPLS-W,N,Y,N,N
M-5124,847,17924,HENNEPIN AVE,10TH ST N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5122,845,17945,HENNEPIN AVE,9TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5008,2920,17946,HENNEPIN AVE,7TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,ShTO,Shelter Transit Owned,MPLS-W,Y,Y,N,N
M-5080,2301,17947,HENNEPIN AVE,5TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,N
M-5021,1874,17952,HENNEPIN AVE,1ST ST S,FAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5132,2217,17967,1ST ST N,#706,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,N
M-5057,2149,17969,1ST ST N,4TH AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
P-38,2652,17976,NICOLLET MALL,3RD ST,MID BLOCK  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-40,2653,17978,NICOLLET MALL,5TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-41,2654,17980,NICOLLET MALL,7TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-42,2655,17982,NICOLLET MALL,9TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-43,2656,17984,NICOLLET MALL,11TH ST S,NEAR SIDE  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-44,2657,17986,NICOLLET MALL,ALICE RAINVILLE PLACE,ACROSS FROM  S,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-48,2663,17988,NICOLLET MALL,GRANT ST / ALICE RAINVILLE,MID BLOCK  N,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-49,2658,17990,NICOLLET MALL,11TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-50,2664,17992,NICOLLET MALL,9TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-51,2665,17994,NICOLLET MALL,7TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
P-52,2666,17996,NICOLLET MALL,5TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,BR,ShTO,Shelter Transit Owned,MPLS,N,N,N,N
M-5006,1993,18007,5TH AVE S,7TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5165,1102,18011,5TH AVE S,WASHINGTON AVE S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-1350,665,18667,MARION ST,RAVOUX ST,FAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,Y
M-5090,1063,19238,MARQUETTE AVE,2ND ST S,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5065,754,19320,WASHINGTON AVE S,CHICAGO AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,N
M-5103,791,19330,11TH ST S,HARMON PLACE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
P-20,2637,19335,12TH ST S,2ND AVE / 3RD AVE S,MID BLOCK  E,MINNEAPOLIS,Y,POSTER,P,ShTO,Shelter Transit Owned,,Y,Y,N,N
M-5074,1112,19479,28TH AVE S,MINNEHAHA PKWY,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-2220,2820,20029,WABASHA ST,6TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5651,880,20030,WABASHA ST,6TH ST / 7TH PLACE,MID BLOCK  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,N
M-5105,1130,40164,1ST ST S,MARQUETTE AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,N
M-5035,1138,40460,CEDAR AVE S,24TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-E,N,N,N,Y
M-5653,2016,40810,CLEVELAND AVE,COMO AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,N
M-2332,2307,40954,LAKE ST E,LAKE ST - MIDTOWN STATION,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,ShTO,Shelter Transit Owned,MPLS-E,Y,Y,N,N
M-3112,1248,42375,NORTHTOWN TRANSIT CENTER,EXPRESS STOP,FAR SIDE  W,BLAINE,Y,METRO,PT,ShTO,Shelter Transit Owned,NORTH,Y,Y,N,N
M-28,389,43275,EMERSON AVE N,WEST BROADWAY,FAR SIDE  N,MINNEAPOLIS,Y,METRO,HP,ShTO,Shelter Transit Owned,NW,N,N,N,N
M-5655,1800,43281,WALL ST,7TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-9410,1866,44640,MOA TRANSIT STATION,GATE A,NEAR SIDE  S,BLOOMINGTON,Y,METRO,,ShTO,Shelter Transit Owned,SOUTH,Y,Y,N,N
M-5656,2004,47485,7TH ST W,5TH ST / KELLOGG BLVD,MID BLOCK  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5660,2488,48957,LIVINGSTON AVE,WENTWORTH AVE,NEAR SIDE  N,WEST SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,N
M-3133,2058,49303,COLUMBIA HEIGHTS TRANSIT CENTER,BAY A,NEAR SIDE  N,COLUMBIA HEIGHTS,Y,METRO,PT,ShTO,Shelter Transit Owned,MPLS-C,Y,Y,N,N
M-5015,2146,49401,9TH ST S,2ND AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5657,1180,49950,ROBERT ST,9TH ST,FAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
